iter	Passed	Remaining
328	9859	20108
329	9882	20065
330	9909	20027
331	9932	19983
332	9948	19927
333	9962	19864
334	9978	19807
335	10005	19773
336	10019	19712
337	10029	19643
338	10057	19610
339	10070	19548
340	10088	19496
341	10103	19438
342	10116	19377
343	10125	19309
344	10148	19268
345	10163	19209
346	10182	19162
347	10197	19106
348	10209	19043
349	10223	18986
350	10246	18945
351	10255	18880
352	10279	18840
353	10297	18790
354	10313	18737
355	10328	18684
356	10339	18623
357	10351	18562
358	10362	18501
359	10372	18439
360	10390	18392
361	10404	18336
362	10421	18288
363	10431	18226
364	10450	18181
365	10462	18123
366	10478	18072
367	10487	18011
368	10500	17955
369	10514	17903
370	10542	17873
371	10552	17814
372	10565	17759
373	10582	17712
374	10593	17656
375	10608	17606
376	10619	17548
377	10639	17507
378	10650	17451
379	10661	17394
380	10681	17354
381	10693	17299
382	10706	17247
383	10722	17200
384	10738	17153
385	10749	17099
386	10770	17059
387	10780	17004
388	10791	16950
389	10803	16897
390	10814	16844
391	10834	16805
392	10844	16749
393	10857	16699
394	10878	16662
395	10889	16609
396	10902	16559
397	10919	16516
398	10933	16469
399	10950	16425
400	10981	16404
401	10997	16358
402	11008	16307
403	11024	16263
404	11032	16208
405	11045	16160
406	11058	16112
407	11082	16079
408	11095	16032
409	11107	15984
410	11127	15946
411	11141	15900
412	11150	15848
413	11165	15804
414	11176	15755
415	11188	15706
416	11205	15665
417	11213	15612
418	11225	15566
419	11235	15515
420	11244	15464
421	11258	15420
422	11269	15371
423	11278	15321
424	11288	15272
425	11298	15224
426	11315	15185
427	11325	15136
428	11335	15087
429	11344	15038
430	11356	14993
431	11366	14945
432	11392	14917
433	11404	14873
434	11417	14829
435	11428	14783
436	11450	14752
437	11462	14707
438	11471	14659
439	11480	14611
440	11489	14564
441	11505	14524
442	11514	14477
443	11524	14431
444	11533	14384
445	11550	14347
446	11561	14303
447	11575	14262
448	11583	14214
449	11599	14177
450	11609	14132
451	11619	14087
452	11629	14042
453	11648	14008
454	11657	13963
455	11669	13922
456	11678	13875
457	11688	13832
458	11704	13795
459	11711	13748
460	11721	13705
461	11730	13660
462	11747	13625
463	11755	13579
464	11768	13540
465	11776	13494
466	11788	13454
467	11802	13416
468	11810	13372
469	11831	13342
470	11846	13304
471	11859	13266
472	11888	13245
473	11933	13242
474	11965	13225
475	11975	13183
476	12002	13160
477	12014	13120
478	12027	13081
479	12044	13048
480	12057	13010
481	12069	12970
482	12084	12934
483	12101	12901
484	12115	12864
485	12145	12845
486	12209	12861
487	12267	12871
488	12301	12855
489	12327	12830
490	12358	12811
491	12382	12785
492	12407	12759
493	12455	12757
494	12485	12737
495	12516	12717
496	12556	12708
497	12590	12691
498	12620	12671
499	12682	12682
500	12716	12665
501	12733	12631
502	12765	12613
503	12801	12598
504	12845	12591
505	12894	12588
506	12921	12564
507	12962	12554
508	13007	12547
509	13179	12662
510	13201	12633
511	13275	12652
512	13348	12672
513	13382	12653
514	13442	12659
515	13493	12656
516	13521	12631
517	13571	12628
518	13659	12659
519	13688	12635
520	13740	12632
521	13794	12632
522	13838	12621
523	13892	12619
524	13932	12605
525	13958	12578
526	13999	12565
527	14028	12540
528	14051	12511
529	14097	12501
530	14130	12480
531	14209	12499
532	14244	12480
533	14301	12480
534	14360	12481
535	14402	12467
536	14459	12466
537	14540	12486
538	14614	12499
539	14639	12471
540	14708	12478
541	14759	12472
542	14780	12439
543	14813	12417
544	14872	12416
545	14941	12424
546	14974	12400
547	15006	12377
548	15079	12387
549	15105	12358
550	15134	12333
551	15156	12301
552	15188	12277
553	15210	12245
554	15262	12237
555	15299	12217
556	15325	12188
557	15354	12162
558	15387	12139
559	15420	12115
560	15438	12081
561	15467	12054
562	15499	12030
563	15554	12024
564	15574	11991
565	15603	11964
566	15619	11928
567	15634	11891
568	15672	11871
569	15694	11839
570	15721	11811
571	15751	11785
572	15770	11751
573	15803	11728
574	15820	11693
575	15832	11654
576	15848	11618
577	15863	11581
578	15877	11544
579	15888	11505
580	15903	11469
581	15934	11444
582	15954	11411
583	15984	11385
584	16017	11362
585	16056	11343
586	16084	11316
587	16123	11297
588	16167	11281
589	16207	11262
590	16258	11251
591	16279	11219
592	16307	11192
593	16333	11164
594	16356	11133
595	16378	11102
596	16390	11064
597	16404	11027
598	16418	10991
599	16446	10964
600	16464	10930
601	16484	10898
602	16511	10870
603	16531	10838
604	16565	10815
605	16597	10790
606	16635	10770
607	16662	10742
608	16701	10723
609	16725	10693
610	16734	10654
611	16748	10618
612	16774	10589
613	16791	10556
614	16801	10518
615	16822	10486
616	16841	10454
617	16859	10421
618	16877	10388
619	16898	10356
620	16908	10319
621	16922	10283
622	16932	10246
623	16953	10215
624	16971	10182
625	16996	10154
626	17041	10137
627	17067	10110
628	17088	10079
629	17109	10048
630	17130	10017
631	17151	9986
632	17163	9951
633	17173	9914
634	17191	9881
635	17212	9851
636	17222	9814
637	17234	9778
638	17253	9747
639	17266	9712
640	17283	9679
641	17299	9646
642	17317	9614
643	17328	9579
644	17345	9546
645	17367	9517
646	17384	9484
647	17398	9450
648	17418	9420
649	17429	9385
650	17451	9355
651	17465	9322
652	17485	9291
653	17524	9271
654	17539	9238
655	17557	9206
656	17568	9172
657	17580	9137
658	17598	9106
659	17611	9072
660	17623	9038
661	17639	9006
662	17665	8979
663	17684	8948
664	17704	8918
665	17741	8897
666	17754	8863
667	17774	8834
668	17789	8801
669	17804	8769
670	17816	8735
671	17826	8700
672	17843	8669
673	17871	8643
674	17882	8609
675	17891	8575
676	17911	8545
677	17922	8511
678	17938	8480
679	17951	8447
680	17966	8416
681	17981	8384
682	18000	8354
683	18019	8324
684	18047	8299
685	18061	8267
686	18086	8240
687	18144	8228
688	18162	8198
689	18181	8168
690	18197	8137
691	18215	8107
692	18242	8081
693	18254	8048
694	18266	8016
695	18281	7984
696	18300	7955
697	18312	7923
698	18326	7891
699	18345	7862
700	18362	7832
701	18373	7799
702	18390	7769
703	18412	7741
704	18430	7712
705	18445	7681
706	18464	7652
707	18476	7620
708	18491	7589
709	18504	7558
710	18518	7527
711	18534	7497
712	18547	7465
713	18559	7434
714	18570	7402
715	18585	7371
716	18602	7342
717	18620	7313
718	18634	7282
719	18652	7253
720	18673	7225
721	18686	7195
722	18695	7162
723	18708	7131
724	18726	7103
725	18736	7071
726	18757	7043
727	18792	7021
728	18804	6990
729	18820	6961
730	18843	6934
731	18867	6907
732	18894	6882
733	18904	6851
734	18925	6823
735	18935	6791
736	18947	6761
737	18959	6730
738	18972	6700
739	18989	6671
740	19010	6644
741	19029	6616
742	19049	6589
743	19067	6560
744	19089	6533
745	19104	6504
746	19125	6477
747	19150	6451
748	19173	6425
749	19195	6398
750	19215	6371
751	19227	6340
752	19242	6312
753	19259	6283
754	19276	6255
755	19291	6226
756	19320	6202
757	19340	6174
758	19370	6150
759	19380	6120
760	19392	6090
761	19411	6062
762	19424	6033
763	19441	6005
764	19454	5976
765	19465	5946
766	19476	5916
767	19487	5886
768	19511	5860
769	19522	5831
770	19542	5804
771	19553	5774
772	19570	5747
773	19584	5718
774	19602	5690
775	19620	5663
776	19657	5641
777	19687	5617
778	19734	5598
779	19793	5582
780	19827	5559
781	19857	5535
782	19869	5506
783	19901	5483
784	19933	5459
785	19968	5436
786	20005	5414
787	20033	5389
788	20055	5363
789	20077	5337
790	20097	5310
791	20115	5282
792	20143	5258
793	20243	5252
794	20308	5236
795	20335	5211
796	20399	5195
797	20422	5169
798	20459	5146
799	20505	5126
800	20533	5101
801	20555	5074
802	20591	5051
803	20636	5030
804	20692	5012
805	20725	4988
806	20754	4963
807	20802	4943
808	20835	4919
809	20861	4893
810	20874	4864
811	20886	4835
812	20904	4808
813	20919	4780
814	20932	4751
815	20952	4724
816	20970	4697
817	20992	4670
818	21019	4645
819	21034	4617
820	21045	4588
821	21073	4563
822	21089	4535
823	21112	4509
824	21136	4483
825	21148	4455
826	21167	4428
827	21178	4399
828	21189	4370
829	21209	4344
830	21221	4315
831	21236	4288
832	21251	4260
833	21282	4236
834	21308	4210
835	21320	4182
836	21334	4154
837	21346	4126
838	21365	4099
839	21377	4071
840	21387	4043
841	21407	4017
842	21417	3988
843	21431	3961
844	21443	3933
845	21455	3905
846	21475	3879
847	21498	3853
848	21510	3825
849	21537	3800
850	21555	3774
851	21569	3746
852	21589	3720
853	21601	3693
854	21612	3665
855	21636	3639
856	21656	3613
857	21670	3586
858	21700	3562
859	21718	3535
860	21735	3508
861	21748	3481
862	21759	3454
863	21773	3427
864	21793	3401
865	21804	3373
866	21818	3346
867	21829	3319
868	21837	3292
869	21855	3265
870	21868	3238
871	21885	3212
872	21902	3186
873	21916	3159
874	21928	3132
875	21937	3105
876	21961	3080
877	21978	3053
878	21987	3026
879	21998	2999
880	22014	2973
881	22035	2947
882	22050	2921
883	22060	2894
884	22072	2868
885	22081	2841
886	22093	2814
887	22110	2788
888	22124	2762
889	22141	2736
890	22154	2710
891	22173	2684
892	22187	2658
893	22198	2632
894	22220	2606
895	22238	2581
896	22247	2554
897	22269	2529
898	22281	2503
899	22293	2477
900	22314	2451
901	22325	2425
902	22341	2399
903	22352	2373
904	22366	2347
905	22388	2322
906	22412	2298
907	22445	2274
908	22473	2249
909	22494	2224
910	22512	2199
911	22525	2173
912	22533	2147
913	22547	2121
914	22562	2095
915	22573	2070
916	22584	2044
917	22612	2019
918	22628	1994
919	22642	1968
920	22661	1943
921	22675	1918
922	22695	1893
923	22712	1868
924	22727	1842
925	22757	1818
926	22778	1793
927	22823	1770
928	22833	1745
929	22854	1720
930	22864	1694
931	22875	1669
932	22895	1644
933	22913	1619
934	22923	1593
935	22941	1568
936	22958	1543
937	22976	1518
938	23001	1494
939	23016	1469
940	23029	1443
941	23046	1418
942	23057	1393
943	23074	1368
944	23100	1344
945	23120	1319
946	23141	1295
947	23153	1270
948	23162	1244
949	23185	1220
950	23208	1195
951	23255	1172
952	23310	1149
953	23344	1125
954	23356	1100
955	23380	1076
956	23391	1051
957	23404	1026
958	23429	1001
959	23449	977
960	23469	952
961	23483	927
962	23494	902
963	23506	877
964	23523	853
965	23538	828
966	23555	803
967	23569	779
968	23581	754
969	23602	729
970	23616	705
971	23628	680
972	23638	655
973	23663	631
974	23686	607
975	23718	583
976	23735	558
977	23764	534
978	23777	510
979	23797	485
980	23812	461
981	23825	436
982	23835	412
983	23846	387
984	23868	363
985	23882	339
986	23896	314
987	23921	290
988	23939	266
989	23952	241
990	23977	217
991	23990	193
992	24015	169
993	24028	145
994	24040	120
995	24057	96
996	24071	72
997	24087	48
998	24115	24
999	24184	0
